State,APMC,Commodity,Min Price (Rs.),Modal Price (Rs.),Max Price (Rs.),Arrivals,Traded Quantity,Unit,Date,APMC_Selected,Commodity_Selected
HARYANA,NARWANA,CAULIFLOWER,"1,000","1,000","1,000",18,18,Qui,21-04-2025,NARWANA,HARYANA
HARYANA,NARWANA,PUMPKIN,800,"1,000","1,000",7,7,Qui,21-04-2025,NARWANA,HARYANA
No record Found.,NIGDHU APMC,HARYANA
No record Found.,NILOKHERI APMC,HARYANA
No record Found.,NISSING,HARYANA
HARYANA,NUH APMC,MUSTARD,"5,650","5,940","5,940",145,145,Qui,21-04-2025,NUH APMC,HARYANA
HARYANA,NUH APMC,MUSTARD,"5,500","5,920","5,940",70,70,Qui,22-04-2025,NUH APMC,HARYANA
HARYANA,NUH APMC,WHEAT,"2,450","2,450","2,450",30,30,Qui,21-04-2025,NUH APMC,HARYANA
No record Found.,PAI APMC,HARYANA
No record Found.,PALWAL,HARYANA
HARYANA,PANCHKULA APMC,WHEAT,"2,430","2,430","2,430",70,225,Qui,21-04-2025,PANCHKULA APMC,HARYANA
HARYANA,PANCHKULA APMC,WHEAT,"2,430","2,430","2,430",80,80,Qui,22-04-2025,PANCHKULA APMC,HARYANA
HARYANA,PANIPAT,POTATO,500,650,750,"1,155","2,320",Qui,21-04-2025,PANIPAT,HARYANA
HARYANA,PANIPAT,POTATO,580,620,680,710,"1,267",Qui,22-04-2025,PANIPAT,HARYANA
HARYANA,PANIPAT,ONION,500,750,800,958,"1,262",Qui,21-04-2025,PANIPAT,HARYANA
HARYANA,PANIPAT,ONION,550,580,650,600,"1,156",Qui,22-04-2025,PANIPAT,HARYANA
HARYANA,PANIPAT,WHEAT,"2,430","2,430","2,450",325,675,Qui,21-04-2025,PANIPAT,HARYANA
HARYANA,PANIPAT,WATER MELON,600,800,"1,000",252,478,Qui,21-04-2025,PANIPAT,HARYANA
HARYANA,PANIPAT,WATER MELON,700,950,"1,000",119,392,Qui,22-04-2025,PANIPAT,HARYANA
HARYANA,PANIPAT,BANANA,"2,100","2,200","2,500",83,368,Qui,22-04-2025,PANIPAT,HARYANA
HARYANA,PANIPAT,MUSK MELON,600,900,950,112,363,Qui,22-04-2025,PANIPAT,HARYANA
HARYANA,PANIPAT,CUCUMBER,530,550,590,5,352,Qui,22-04-2025,PANIPAT,HARYANA
HARYANA,PANIPAT,MANGO,"4,000","5,000","5,550",0,225,Qui,21-04-2025,PANIPAT,HARYANA
No record Found.,PATAUDI,HARYANA
HARYANA,PEHOWA,WHEAT,"2,426","2,426","2,435","7,200","10,840",Qui,22-04-2025,PEHOWA,HARYANA
HARYANA,PEHOWA,WHEAT,"2,426","2,426","2,430","6,105","2,153",Qui,21-04-2025,PEHOWA,HARYANA
HARYANA,PEHOWA,PUMPKIN,700,800,"1,300",25,70,Qui,21-04-2025,PEHOWA,HARYANA
HARYANA,PEHOWA,BOTTLE GOURD,700,800,800,50,65,Qui,21-04-2025,PEHOWA,HARYANA
HARYANA,PEHOWA,POTATO,800,800,800,30,60,Qui,22-04-2025,PEHOWA,HARYANA
HARYANA,PEHOWA,BOTTLE GOURD,800,800,800,40,50,Qui,22-04-2025,PEHOWA,HARYANA
HARYANA,PEHOWA,CAULIFLOWER,"1,200","1,300","1,500",14,34,Qui,21-04-2025,PEHOWA,HARYANA
HARYANA,PEHOWA,POTATO,600,600,600,30,30,Qui,21-04-2025,PEHOWA,HARYANA
HARYANA,PEHOWA,CUCUMBER,"1,000","1,000","1,500",15,30,Qui,21-04-2025,PEHOWA,HARYANA
HARYANA,PEHOWA,ONION,"1,500","2,000","2,100",13,28,Qui,21-04-2025,PEHOWA,HARYANA
HARYANA,PEHOWA,CAULIFLOWER,"1,200","1,200","1,300",25,25,Qui,22-04-2025,PEHOWA,HARYANA
No record Found.,PILLUKHERA,HARYANA
No record Found.,PIPLI APMC,HARYANA
HARYANA,PUNDRI,POTATO SWEET,700,800,"2,000",13,53,Qui,21-04-2025,PUNDRI,HARYANA
HARYANA,PUNDRI,POTATO SWEET,700,900,"1,000",26,39,Qui,22-04-2025,PUNDRI,HARYANA
HARYANA,PUNDRI,CUCUMBER,900,"1,000","1,500",9,37,Qui,21-04-2025,PUNDRI,HARYANA
HARYANA,PUNDRI,ONION,"1,000","1,000","1,800",19,32,Qui,22-04-2025,PUNDRI,HARYANA
HARYANA,PUNDRI,BANANA ANNAN,"2,400","2,400","6,000",18,26,Qui,22-04-2025,PUNDRI,HARYANA
HARYANA,PUNDRI,BOTTLE GOURD,500,500,"1,200",10,25,Qui,22-04-2025,PUNDRI,HARYANA
HARYANA,PUNDRI,ONION,800,"1,600","1,600",13,24,Qui,21-04-2025,PUNDRI,HARYANA
HARYANA,PUNDRI,BOTTLE GOURD,600,"1,000","1,100",16,22,Qui,21-04-2025,PUNDRI,HARYANA
HARYANA,PUNDRI,TOMATO,700,800,900,9,21,Qui,21-04-2025,PUNDRI,HARYANA
HARYANA,PUNDRI,TOMATO,800,800,"1,500",16,19,Qui,22-04-2025,PUNDRI,HARYANA
HARYANA,PUNDRI,WATER MELON,800,900,"2,500",0,15,Qui,22-04-2025,PUNDRI,HARYANA
No record Found.,PUNHANA APMC,HARYANA
No record Found.,RADAUR,HARYANA
No record Found.,RAIPUR RANI APMC,HARYANA
No record Found.,RANIA,HARYANA
HARYANA,RATIA,MUSTARD,"5,431","5,431","5,431",0,5,Qui,21-04-2025,RATIA,HARYANA
HARYANA,REWARI,MUSTARD,"5,531","5,911","6,036","1,738","1,842",Qui,22-04-2025,REWARI,HARYANA
HARYANA,REWARI,MUSTARD,"5,546","5,800","6,043","1,842","1,424",Qui,21-04-2025,REWARI,HARYANA
HARYANA,REWARI,MUSK MELON,800,"4,800","5,500",59,988,Qui,22-04-2025,REWARI,HARYANA
HARYANA,REWARI,PAPAYA,"2,500","5,800","6,000",213,912,Qui,22-04-2025,REWARI,HARYANA
HARYANA,REWARI,TOMATO,"1,500","3,000","3,000",87,638,Qui,22-04-2025,REWARI,HARYANA
HARYANA,REWARI,POTATO,800,"1,500","1,500",35,578,Qui,22-04-2025,REWARI,HARYANA
HARYANA,REWARI,BARLEY (JAU),"2,070","2,117","2,150",443,336,Qui,22-04-2025,REWARI,HARYANA
HARYANA,REWARI,WATER MELON,"2,000","2,000","2,000",182,221,Qui,21-04-2025,REWARI,HARYANA
HARYANA,REWARI,TOMATO,"2,000","2,000","2,000",53,211,Qui,21-04-2025,REWARI,HARYANA
HARYANA,REWARI,RADDISH,600,600,"1,500",4,194,Qui,22-04-2025,REWARI,HARYANA
HARYANA,REWARI,GUAVA,800,"5,500","5,680",1,174,Qui,22-04-2025,REWARI,HARYANA
HARYANA,ROHTAK,POTATO,500,700,"1,000",378,378,Qui,22-04-2025,ROHTAK,HARYANA
HARYANA,ROHTAK,BANANA,"2,000","2,000","2,000",340,340,Qui,22-04-2025,ROHTAK,HARYANA
HARYANA,ROHTAK,ONION,700,"1,000","1,200",255,255,Qui,22-04-2025,ROHTAK,HARYANA
HARYANA,ROHTAK,CORIANDER,600,"1,000","1,500",218,218,Qui,22-04-2025,ROHTAK,HARYANA
HARYANA,ROHTAK,POTATO,500,700,900,215,215,Qui,21-04-2025,ROHTAK,HARYANA
HARYANA,ROHTAK,CUCUMBER,300,400,"1,000",187,187,Qui,22-04-2025,ROHTAK,HARYANA
HARYANA,ROHTAK,TOMATO,300,400,800,176,176,Qui,21-04-2025,ROHTAK,HARYANA
HARYANA,ROHTAK,WATER MELON,300,700,"1,500",175,175,Qui,22-04-2025,ROHTAK,HARYANA
HARYANA,ROHTAK,CUCUMBER,300,400,"1,500",173,173,Qui,21-04-2025,ROHTAK,HARYANA
HARYANA,ROHTAK,TOMATO,300,600,"1,000",156,156,Qui,22-04-2025,ROHTAK,HARYANA
HARYANA,ROHTAK,ONION,700,700,"1,600",136,136,Qui,21-04-2025,ROHTAK,HARYANA
No record Found.,SADHAURA APMC,HARYANA
HARYANA,SAFIDON,WHEAT,"2,430","2,430","2,430","11,800","9,388",Qui,21-04-2025,SAFIDON,HARYANA
No record Found.,SAMALKHA,HARYANA
No record Found.,SAMPLA,HARYANA
HARYANA,SHAHBAD,WHEAT-BHANSI,"2,425","2,426","2,427",754,"6,837",Qui,21-04-2025,SHAHBAD,HARYANA
HARYANA,SHAHBAD,WHEAT-BHANSI,"2,426","2,426","2,427","1,110","3,430",Qui,22-04-2025,SHAHBAD,HARYANA
HARYANA,SHAHBAD,WHEAT-HYBRID,"2,426","2,426","2,426",0,20,Qui,21-04-2025,SHAHBAD,HARYANA
HARYANA,SHAHBAD,POTATO,500,500,500,1,1,Qui,21-04-2025,SHAHBAD,HARYANA
HARYANA,SHAHZADPUR APMC,POTATO,600,900,900,31,31,Qui,22-04-2025,SHAHZADPUR APMC,HARYANA
HARYANA,SHAHZADPUR APMC,POTATO,800,"1,000","1,000",26,25,Qui,21-04-2025,SHAHZADPUR APMC,HARYANA
HARYANA,SHAHZADPUR APMC,CAULIFLOWER,600,"1,000","1,300",9,9,Qui,21-04-2025,SHAHZADPUR APMC,HARYANA
HARYANA,SHAHZADPUR APMC,ONION,"1,000","1,000","1,500",9,8,Qui,22-04-2025,SHAHZADPUR APMC,HARYANA
HARYANA,SHAHZADPUR APMC,ONION,"1,200","1,500","1,500",8,8,Qui,21-04-2025,SHAHZADPUR APMC,HARYANA
HARYANA,SHAHZADPUR APMC,CUCUMBER,800,"1,200","1,200",7,7,Qui,21-04-2025,SHAHZADPUR APMC,HARYANA
HARYANA,SHAHZADPUR APMC,CUCUMBER,"1,000","1,200","1,200",4,5,Qui,22-04-2025,SHAHZADPUR APMC,HARYANA
HARYANA,SHAHZADPUR APMC,TOMATO,"1,000","1,000","1,300",5,5,Qui,22-04-2025,SHAHZADPUR APMC,HARYANA
HARYANA,SHAHZADPUR APMC,PEAS GREEN,"2,000","2,000","4,000",4,5,Qui,21-04-2025,SHAHZADPUR APMC,HARYANA
HARYANA,SHAHZADPUR APMC,LADY FINGER,"2,000","2,000","3,000",4,4,Qui,22-04-2025,SHAHZADPUR APMC,HARYANA
HARYANA,SHAHZADPUR APMC,CAULIFLOWER,800,800,"1,000",4,4,Qui,22-04-2025,SHAHZADPUR APMC,HARYANA
HARYANA,SIRSA,WHEAT,"2,426","2,426","2,426","7,718","10,361",Qui,21-04-2025,SIRSA,HARYANA
HARYANA,SIRSA,WHEAT,"2,426","2,426","2,426","4,936","4,936",Qui,22-04-2025,SIRSA,HARYANA
HARYANA,SIRSA,AMERICAN-COTTON,"5,854","7,280","7,823","1,912","1,912",Qui,21-04-2025,SIRSA,HARYANA
HARYANA,SIRSA,BARLEY (JAU),"1,930","2,000","2,050","1,225","1,225",Qui,21-04-2025,SIRSA,HARYANA
HARYANA,SIRSA,AMERICAN-COTTON,"6,537","7,780","7,910","1,138","1,138",Qui,22-04-2025,SIRSA,HARYANA
HARYANA,SIRSA,CHANA GRAM,"5,410","5,745","5,745",307,307,Qui,22-04-2025,SIRSA,HARYANA
HARYANA,SIRSA,MUSTARD,"5,500","5,680","5,710",261,261,Qui,21-04-2025,SIRSA,HARYANA
HARYANA,SIRSA,ONION,"1,800","1,800","1,900",239,239,Qui,22-04-2025,SIRSA,HARYANA
HARYANA,SIRSA,ONION,"1,800","2,000","2,000",209,209,Qui,21-04-2025,SIRSA,HARYANA
HARYANA,SIRSA,BARLEY (JAU),"1,965","1,980","1,980",184,184,Qui,22-04-2025,SIRSA,HARYANA
HARYANA,SIRSA,POTATO,950,"1,000","1,000",165,165,Qui,21-04-2025,SIRSA,HARYANA
HARYANA,SIWAN,TOMATO,800,800,800,7,7,Qui,22-04-2025,SIWAN,HARYANA
HARYANA,SIWAN,POTATO,800,800,800,6,6,Qui,22-04-2025,SIWAN,HARYANA
HARYANA,SIWAN,WATER MELON,"1,000","1,000","1,000",6,6,Qui,22-04-2025,SIWAN,HARYANA
HARYANA,SIWAN,POTATO,800,800,800,10,6,Qui,21-04-2025,SIWAN,HARYANA
HARYANA,SIWAN,BOTTLE GOURD,800,800,800,5,5,Qui,22-04-2025,SIWAN,HARYANA
HARYANA,SIWAN,WATER MELON,"1,000","1,000","1,000",5,5,Qui,21-04-2025,SIWAN,HARYANA
HARYANA,SIWAN,MUSK MELON,"1,000","1,000","1,000",4,4,Qui,22-04-2025,SIWAN,HARYANA
HARYANA,SIWAN,CUCUMBER,"1,000","1,000","1,000",4,4,Qui,22-04-2025,SIWAN,HARYANA
HARYANA,SIWAN,ONION,"1,500","1,500","1,500",4,4,Qui,22-04-2025,SIWAN,HARYANA
HARYANA,SIWAN,TOMATO,900,"1,000","1,000",5,3,Qui,21-04-2025,SIWAN,HARYANA
HARYANA,SIWAN,CUCUMBER,"1,000","1,000","1,000",4,2,Qui,21-04-2025,SIWAN,HARYANA
HARYANA,SIWANI,GUAR SEEDS,"5,000","5,278","5,278","1,504","1,504",Qui,22-04-2025,SIWANI,HARYANA
HARYANA,SIWANI,GUAR SEEDS,"5,085","5,171","5,171",281,281,Qui,21-04-2025,SIWANI,HARYANA
HARYANA,SIWANI,AMERICAN-COTTON,"7,030","7,250","7,440",265,265,Qui,21-04-2025,SIWANI,HARYANA
HARYANA,SIWANI,AMERICAN-COTTON,"7,100","7,250","7,300",161,161,Qui,22-04-2025,SIWANI,HARYANA
HARYANA,SOHNA,CUCUMBER,"1,000","1,000","1,500",25,25,Qui,21-04-2025,SOHNA,HARYANA
HARYANA,SOHNA,TOMATO,"1,000","1,000","1,000",19,19,Qui,21-04-2025,SOHNA,HARYANA
HARYANA,SOHNA,POTATO,"1,000","1,000","1,000",17,17,Qui,21-04-2025,SOHNA,HARYANA
HARYANA,SOHNA,ONION,"1,200","1,200","1,500",13,13,Qui,21-04-2025,SOHNA,HARYANA
HARYANA,SOHNA,WHEAT,"2,435","2,450","2,450",5,12,Qui,21-04-2025,SOHNA,HARYANA
HARYANA,SOHNA,MUSTARD,"5,700","5,700","5,700",12,12,Qui,21-04-2025,SOHNA,HARYANA
HARYANA,SOHNA,CAULIFLOWER,"1,200","1,200","1,200",11,11,Qui,21-04-2025,SOHNA,HARYANA
HARYANA,SOHNA,BAJRA,"2,435","2,435","2,435",10,10,Qui,21-04-2025,SOHNA,HARYANA
HARYANA,SOHNA,SPINACH (PALAK),"1,000","1,000","1,000",7,7,Qui,21-04-2025,SOHNA,HARYANA
HARYANA,SOHNA,WATER MELON,"1,000","1,000","1,200",5,5,Qui,21-04-2025,SOHNA,HARYANA
HARYANA,SOHNA,CABBAGE,800,800,800,5,5,Qui,21-04-2025,SOHNA,HARYANA
HARYANA,SONEPAT,WHEAT,"2,426","2,426","2,430",350,350,Qui,21-04-2025,SONEPAT,HARYANA
HARYANA,SONEPAT,WHEAT,"2,426","2,426","2,430",110,110,Qui,22-04-2025,SONEPAT,HARYANA
HARYANA,TARAORI,WHEAT,"2,426","2,426","2,430",450,"10,230",Qui,21-04-2025,TARAORI,HARYANA
HARYANA,TARAORI,WHEAT,"2,426","2,426","2,426","2,250",365,Qui,22-04-2025,TARAORI,HARYANA
No record Found.,TAURU APMC,HARYANA
No record Found.,THANESAR,HARYANA
No record Found.,TIGAON,HARYANA
HARYANA,TOHANA,WHEAT,"2,430","2,430","2,435","2,930","10,325",Qui,22-04-2025,TOHANA,HARYANA
HARYANA,TOHANA,WHEAT,"2,430","2,430","2,435","6,455","9,430",Qui,21-04-2025,TOHANA,HARYANA
No record Found.,TOSHAM,HARYANA
HARYANA,UCHANA,WHEAT,"2,426","2,426","2,426",190,215,Qui,21-04-2025,UCHANA,HARYANA
HARYANA,UCHANA,WHEAT,"2,426","2,426","2,426",0,190,Qui,22-04-2025,UCHANA,HARYANA
No record Found.,UKLANA APMC,HARYANA
No record Found.,YAMUNA NAGAR APMC,HARYANA
HIMACHAL PRADESH,BAIJNATH,TOMATO,"2,000","2,000","2,400",51,51,Qui,22-04-2025,BAIJNATH,HIMACHAL PRADESH
HIMACHAL PRADESH,BAIJNATH,POTATO,"1,100","1,100","1,100",5,5,Qui,21-04-2025,BAIJNATH,HIMACHAL PRADESH
HIMACHAL PRADESH,BAIJNATH,POTATO,"1,100","1,100","1,100",4,4,Qui,22-04-2025,BAIJNATH,HIMACHAL PRADESH
HIMACHAL PRADESH,BAIJNATH,ONION,"1,800","1,800","1,800",3,3,Qui,22-04-2025,BAIJNATH,HIMACHAL PRADESH
HIMACHAL PRADESH,BAIJNATH,CABBAGE,"1,100","1,100","1,100",2,2,Qui,22-04-2025,BAIJNATH,HIMACHAL PRADESH
HIMACHAL PRADESH,BAIJNATH,CAULIFLOWER,"1,600","1,600","1,600",2,2,Qui,21-04-2025,BAIJNATH,HIMACHAL PRADESH
HIMACHAL PRADESH,BAIJNATH,ONION,"1,800","1,800","1,800",2,2,Qui,21-04-2025,BAIJNATH,HIMACHAL PRADESH
HIMACHAL PRADESH,BAIJNATH,WATER MELON,"3,500","3,500","3,500",1,1,Qui,22-04-2025,BAIJNATH,HIMACHAL PRADESH
HIMACHAL PRADESH,BAIJNATH,MOUSAMBI,"5,300","5,300","5,300",1,1,Qui,22-04-2025,BAIJNATH,HIMACHAL PRADESH
HIMACHAL PRADESH,BAIJNATH,CAULIFLOWER,"1,600","1,600","1,600",1,1,Qui,22-04-2025,BAIJNATH,HIMACHAL PRADESH
HIMACHAL PRADESH,BAIJNATH,SPINACH (PALAK),"2,600","2,600","2,600",1,1,Qui,22-04-2025,BAIJNATH,HIMACHAL PRADESH
HIMACHAL PRADESH,BANDROL,PEAS GREEN,"3,000","3,500","3,500",10,10,Qui,21-04-2025,BANDROL,HIMACHAL PRADESH
HIMACHAL PRADESH,BANDROL,PEAS GREEN,"3,500","3,500","3,600",7,7,Qui,22-04-2025,BANDROL,HIMACHAL PRADESH
HIMACHAL PRADESH,BANDROL,CAULIFLOWER,600,600,600,3,3,Qui,22-04-2025,BANDROL,HIMACHAL PRADESH
HIMACHAL PRADESH,BANDROL,CAULIFLOWER,500,500,500,1,1,Qui,21-04-2025,BANDROL,HIMACHAL PRADESH
No record Found.,BHATTAKUFAR DHALLI,HIMACHAL PRADESH
HIMACHAL PRADESH,BHUNTAR,PEAS GREEN,"2,800","3,400","3,600",24,50,Qui,22-04-2025,BHUNTAR,HIMACHAL PRADESH
HIMACHAL PRADESH,BHUNTAR,CAULIFLOWER,400,500,500,7,13,Qui,22-04-2025,BHUNTAR,HIMACHAL PRADESH
HIMACHAL PRADESH,BHUNTAR,CABBAGE,900,900,900,3,2,Qui,22-04-2025,BHUNTAR,HIMACHAL PRADESH
No record Found.,CHAILCHOWK,HIMACHAL PRADESH
No record Found.,CHAMBA,HIMACHAL PRADESH
HIMACHAL PRADESH,DHALLI SHIMLA,PEAS GREEN,"5,000","5,000","5,000",198,97,Qui,22-04-2025,DHALLI SHIMLA,HIMACHAL PRADESH
HIMACHAL PRADESH,DHALLI SHIMLA,PEAS GREEN,"5,000","5,000","5,000",50,49,Qui,21-04-2025,DHALLI SHIMLA,HIMACHAL PRADESH
HIMACHAL PRADESH,DHANOTU,BHINDI (LADIES FINGER),"4,000","4,000","4,000",13,13,Qui,21-04-2025,DHANOTU,HIMACHAL PRADESH
HIMACHAL PRADESH,DHARAMSHALA,POTATO,"1,300","1,300","1,300",14,14,Qui,22-04-2025,DHARAMSHALA,HIMACHAL PRADESH
HIMACHAL PRADESH,DHARAMSHALA,PEAS GREEN,"4,900","4,900","4,900",10,10,Qui,22-04-2025,DHARAMSHALA,HIMACHAL PRADESH
HIMACHAL PRADESH,DHARAMSHALA,BANANA,"4,830","4,830","4,830",5,5,Qui,22-04-2025,DHARAMSHALA,HIMACHAL PRADESH
HIMACHAL PRADESH,DHARAMSHALA,BOTTLE GOURD,"2,000","2,000","2,000",5,5,Qui,22-04-2025,DHARAMSHALA,HIMACHAL PRADESH
HIMACHAL PRADESH,DHARAMSHALA,CAULIFLOWER,"2,000","2,000","2,000",4,4,Qui,22-04-2025,DHARAMSHALA,HIMACHAL PRADESH
HIMACHAL PRADESH,DHARAMSHALA,CABBAGE,"1,000","1,000","1,000",4,4,Qui,22-04-2025,DHARAMSHALA,HIMACHAL PRADESH
HIMACHAL PRADESH,DHARAMSHALA,BITTER GOURD,"3,500","3,500","3,500",2,2,Qui,22-04-2025,DHARAMSHALA,HIMACHAL PRADESH
HIMACHAL PRADESH,DHARAMSHALA,BRINJAL,"2,500","2,500","2,500",2,2,Qui,22-04-2025,DHARAMSHALA,HIMACHAL PRADESH
HIMACHAL PRADESH,DHARAMSHALA,CAPSICUM,"2,000","2,000","2,000",2,2,Qui,22-04-2025,DHARAMSHALA,HIMACHAL PRADESH
HIMACHAL PRADESH,DHARAMSHALA,CARROT,"2,200","2,200","2,200",2,2,Qui,22-04-2025,DHARAMSHALA,HIMACHAL PRADESH
HIMACHAL PRADESH,DHARAMSHALA,MANGO,"9,000","9,000","9,000",1,1,Qui,22-04-2025,DHARAMSHALA,HIMACHAL PRADESH
HIMACHAL PRADESH,FRUIT MANDI SOLAN,PEAS GREEN,"4,500","4,800","4,800",223,223,Qui,22-04-2025,FRUIT MANDI SOLAN,HIMACHAL PRADESH
HIMACHAL PRADESH,FRUIT MANDI SOLAN,PEAS GREEN,"4,500","4,700","4,700",196,196,Qui,21-04-2025,FRUIT MANDI SOLAN,HIMACHAL PRADESH
HIMACHAL PRADESH,HAMIRPUR,CUCUMBER,"1,500","1,500","1,500",8,8,Qui,22-04-2025,HAMIRPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,HAMIRPUR,CHHAPPAN KADDU,"2,200","2,200","2,200",5,5,Qui,22-04-2025,HAMIRPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,HAMIRPUR,CHHAPPAN KADDU,"1,550","1,550","1,550",5,5,Qui,21-04-2025,HAMIRPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,HAMIRPUR,CUCUMBER,"1,600","1,600","1,600",5,5,Qui,21-04-2025,HAMIRPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,HAMIRPUR,BOTTLE GOURD,"2,000","2,000","2,000",5,5,Qui,21-04-2025,HAMIRPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,HAMIRPUR,BOTTLE GOURD,"1,800","1,800","1,800",4,4,Qui,22-04-2025,HAMIRPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,HAMIRPUR,RADDISH,"1,850","1,850","1,850",1,1,Qui,21-04-2025,HAMIRPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,BANANA,"4,000","4,000","4,000",100,100,Qui,22-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,POTATO,"1,000","1,000","1,000",30,30,Qui,21-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,BANANA,"4,500","4,500","4,500",23,23,Qui,21-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,TOMATO,"2,251","2,251","2,251",20,20,Qui,22-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,POTATO,"1,200","1,200","1,200",15,15,Qui,22-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,BOTTLE GOURD,"1,500","1,500","1,500",14,14,Qui,22-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,BOTTLE GOURD,"4,500","4,500","4,500",12,12,Qui,21-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,ONION,"2,310","2,310","2,310",10,10,Qui,22-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,WATER MELON,"3,000","3,000","3,000",10,10,Qui,21-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,WATER MELON,"3,020","3,020","3,020",9,9,Qui,22-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,FRENCH BEAN,"4,500","4,500","4,500",9,9,Qui,21-04-2025,KANGRA,HIMACHAL PRADESH
No record Found.,KANGRA JASSOUR,HIMACHAL PRADESH
No record Found.,KHARAPATHAR,HIMACHAL PRADESH
HIMACHAL PRADESH,MANDI,CAULIFLOWER,"1,200","1,500","1,500",10,10,Qui,21-04-2025,MANDI,HIMACHAL PRADESH
HIMACHAL PRADESH,MANDI,RADDISH,"1,200","1,200","1,500",4,4,Qui,21-04-2025,MANDI,HIMACHAL PRADESH
HIMACHAL PRADESH,MANDI,CABBAGE,800,800,800,4,4,Qui,21-04-2025,MANDI,HIMACHAL PRADESH
HIMACHAL PRADESH,MANDI,PEAS GREEN,"3,500","3,500","3,500",3,3,Qui,21-04-2025,MANDI,HIMACHAL PRADESH
HIMACHAL PRADESH,MANDI,CARROT,"1,500","1,500","1,500",2,2,Qui,21-04-2025,MANDI,HIMACHAL PRADESH
HIMACHAL PRADESH,MANDI,SPINACH (PALAK),"1,500","1,500","1,500",2,2,Qui,21-04-2025,MANDI,HIMACHAL PRADESH
No record Found.,MEHANDLI,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,TOMATO,"2,000","2,000","2,000",52,52,Qui,21-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,ONION,"2,000","2,000","2,000",50,50,Qui,21-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,POTATO,"1,100","1,100","1,100",30,30,Qui,21-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,TOMATO,"2,000","2,000","2,000",22,22,Qui,22-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,POTATO,"1,100","1,100","1,100",18,18,Qui,22-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,WATER MELON,"2,000","2,000","2,000",16,16,Qui,21-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,BOTTLE GOURD,"2,200","2,200","2,200",16,16,Qui,21-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,MUSK MELON,"3,000","3,000","3,000",14,14,Qui,21-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,BRINJAL,"2,500","2,500","2,500",11,11,Qui,21-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,WATER MELON,"2,000","2,000","2,000",10,10,Qui,22-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,BOTTLE GOURD,"1,800","1,800","1,800",10,10,Qui,22-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PAONTA SAHIB,GRAPES,"8,000","8,000","8,000",25,25,Qui,21-04-2025,PAONTA SAHIB,HIMACHAL PRADESH
No record Found.,PARALA,HIMACHAL PRADESH
No record Found.,PATIKUHAL,HIMACHAL PRADESH
No record Found.,ROHRU,HIMACHAL PRADESH
HIMACHAL PRADESH,SANTOSHGARH,POTATO,"1,000","1,000","1,000",65,65,Qui,22-04-2025,SANTOSHGARH,HIMACHAL PRADESH
HIMACHAL PRADESH,SANTOSHGARH,ONION,"1,500","1,500","1,500",40,40,Qui,22-04-2025,SANTOSHGARH,HIMACHAL PRADESH
HIMACHAL PRADESH,SANTOSHGARH,CUCUMBER,600,600,600,7,7,Qui,22-04-2025,SANTOSHGARH,HIMACHAL PRADESH
HIMACHAL PRADESH,SANTOSHGARH,SQUASH,600,600,600,7,7,Qui,22-04-2025,SANTOSHGARH,HIMACHAL PRADESH
