State,APMC,Commodity,Min Price (Rs.),Modal Price (Rs.),Max Price (Rs.),Arrivals,Traded Quantity,Unit,Date,APMC_Selected,Commodity_Selected
TELANGANA,KESAMUDRAM,CHILLI-THAALU,"4,021","4,421","12,011",47,43,Qui,17-04-2025,KESAMUDRAM,
TELANGANA,KESAMUDRAM,GREEN GRAM,"6,936","7,142","7,289",90,29,Qui,17-04-2025,KESAMUDRAM,
TELANGANA,KESAMUDRAM,COTTON-LRA,"5,757","7,381","7,381",10,17,Qui,17-04-2025,KESAMUDRAM,
TELANGANA,KHAMMAM,GREEN GRAM,"5,000","6,300","7,200",256,256,Qui,17-04-2025,KHAMMAM,
TELANGANA,KHAMMAM,COTTON-BAGS,"5,200","7,350","7,350",200,200,Qui,17-04-2025,KHAMMAM,
TELANGANA,KHAMMAM,ARHAR WHOLE / TUR (RED GRAM),"3,000","5,000","6,800",85,84,Qui,17-04-2025,KHAMMAM,
No record Found.,MADNOOR,
No record Found.,MAHABUBABAD,
TELANGANA,MAHBUBNAGAR,PADDY-R.N.R,"1,902","2,122","2,240",305,410,Qui,17-04-2025,MAHBUBNAGAR,
TELANGANA,MAHBUBNAGAR,RAGI,"2,290","2,876","3,662",47,240,Qui,17-04-2025,MAHBUBNAGAR,
TELANGANA,MAHBUBNAGAR,TAMARIND SEED LOCAL,"3,923","3,933","3,933",4,24,Qui,17-04-2025,MAHBUBNAGAR,
TELANGANA,MAHBUBNAGAR,TAMARIND FLOWER,"6,012","10,012","10,112",5,19,Qui,17-04-2025,MAHBUBNAGAR,
TELANGANA,MAHBUBNAGAR,GROUND NUT,"4,040","5,229","5,229",8,17,Qui,17-04-2025,MAHBUBNAGAR,
No record Found.,MAKTHAL,
TELANGANA,METPALLY,TURMERIC FINGER,"6,000","13,611","14,511",0,426,Qui,18-04-2025,METPALLY,
TELANGANA,METPALLY,TURMERIC FINGER,"7,002","14,051","15,000",582,320,Qui,17-04-2025,METPALLY,
TELANGANA,METPALLY,TURMERIC BULB,"6,000","12,116","13,388",0,237,Qui,18-04-2025,METPALLY,
TELANGANA,METPALLY,TURMERIC BULB,"7,576","13,111","13,488",355,150,Qui,17-04-2025,METPALLY,
TELANGANA,METPALLY,TURMERIC CHURA,"4,501","10,111","10,666",0,36,Qui,18-04-2025,METPALLY,
TELANGANA,METPALLY,TURMERIC CHURA,"7,676","10,511","12,222",86,26,Qui,17-04-2025,METPALLY,
No record Found.,MIRYALAGUDA,
TELANGANA,NAGARKURNOOL,MAIZE,"2,020","2,157","2,220","1,614","2,230",Qui,17-04-2025,NAGARKURNOOL,
TELANGANA,NAGARKURNOOL,GROUND NUT NEW,"3,903","5,473","6,249",132,60,Qui,17-04-2025,NAGARKURNOOL,
TELANGANA,NAGARKURNOOL,URAD (BLACK GRAM),"5,619","7,252","7,252",34,39,Qui,17-04-2025,NAGARKURNOOL,
TELANGANA,NAGARKURNOOL,ARHAR WHOLE / TUR (RED GRAM),"5,609","6,020","6,020",3,25,Qui,17-04-2025,NAGARKURNOOL,
TELANGANA,NAGARKURNOOL,CASTOR SEED,"5,701","5,715","5,715",2,17,Qui,17-04-2025,NAGARKURNOOL,
TELANGANA,NAGARKURNOOL,GREEN GRAM LOCAL,"5,393","5,393","5,793",1,11,Qui,17-04-2025,NAGARKURNOOL,
TELANGANA,NAGARKURNOOL,HORSEGRAM,"3,710","3,710","3,710",0,1,Qui,17-04-2025,NAGARKURNOOL,
No record Found.,NAKREKAL,
No record Found.,NALGONDA,
TELANGANA,NARAYANPET,PADDY-SONA,"1,714","1,714","2,210",0,494,Qui,18-04-2025,NARAYANPET,
TELANGANA,NARAYANPET,PADDY-SONA,"2,010","2,122","2,260","1,547",145,Qui,17-04-2025,NARAYANPET,
TELANGANA,NARAYANPET,REDGRAM-RED,"6,723","6,723","7,033",0,35,Qui,18-04-2025,NARAYANPET,
TELANGANA,NARAYANPET,JOWAR-WHITE,"2,831","3,109","3,820",0,31,Qui,18-04-2025,NARAYANPET,
TELANGANA,NARAYANPET,GREEN GRAM,"6,509","7,579","7,579",0,10,Qui,18-04-2025,NARAYANPET,
TELANGANA,NARAYANPET,CASTOR SEED,"5,505","5,505","5,505",0,8,Qui,17-04-2025,NARAYANPET,
TELANGANA,NARAYANPET,LOBIA,"6,232","6,232","6,242",0,7,Qui,18-04-2025,NARAYANPET,
TELANGANA,NARAYANPET,JOWAR-WHITE,"3,055","4,425","4,425",13,7,Qui,17-04-2025,NARAYANPET,
TELANGANA,NARAYANPET,GROUND NUT,"5,009","5,009","5,009",33,7,Qui,17-04-2025,NARAYANPET,
TELANGANA,NARSAMPET,MAIZE,"2,151","2,241","2,265",0,951,Qui,18-04-2025,NARSAMPET,
TELANGANA,NAWABPET,MAIZE,"2,190","2,212","2,212",0,141,Qui,17-04-2025,NAWABPET,
TELANGANA,NAWABPET,GROUND NUT NEW,"4,251","5,070","5,100",0,82,Qui,17-04-2025,NAWABPET,
TELANGANA,NAWABPET,TAMARIND-FRUIT,"6,159","9,390","15,012",0,57,Qui,17-04-2025,NAWABPET,
TELANGANA,NAWABPET,TAMARIND SEED LOCAL,"3,851","3,871","3,871",0,21,Qui,17-04-2025,NAWABPET,
TELANGANA,NAWABPET,PADDY 1010,"1,806","1,806","1,806",0,5,Qui,17-04-2025,NAWABPET,
TELANGANA,NAWABPET,LOBIA,"4,020","5,612","5,612",0,4,Qui,17-04-2025,NAWABPET,
TELANGANA,NAWABPET,REDGRAM-RED,"6,201","6,201","6,201",0,2,Qui,17-04-2025,NAWABPET,
TELANGANA,NAWABPET,JOWAR-WHITE,"1,612","1,612","1,612",0,1,Qui,17-04-2025,NAWABPET,
TELANGANA,NAWABPET,HORSEGRAM,"5,012","5,012","5,012",0,1,Qui,17-04-2025,NAWABPET,
TELANGANA,NIZAMABAD,TURMERIC FINGER,"9,000","10,001","15,211","2,110","4,591",Qui,17-04-2025,NIZAMABAD,
TELANGANA,NIZAMABAD,TURMERIC BULB,"7,500","12,925","13,688","1,240","2,524",Qui,17-04-2025,NIZAMABAD,
TELANGANA,NIZAMABAD,TURMERIC FINGER,"9,500","10,010","15,111",0,"2,495",Qui,18-04-2025,NIZAMABAD,
TELANGANA,NIZAMABAD,TURMERIC BULB,"8,000","12,600","14,050",0,"1,652",Qui,18-04-2025,NIZAMABAD,
TELANGANA,NIZAMABAD,TURMERIC CHURA,"7,500","12,400","13,522",518,865,Qui,17-04-2025,NIZAMABAD,
TELANGANA,NIZAMABAD,TURMERIC CHURA,"8,000","10,700","13,950",0,448,Qui,18-04-2025,NIZAMABAD,
TELANGANA,NIZAMABAD,TURMERIC ATTU,"6,500","7,627","9,509",0,27,Qui,18-04-2025,NIZAMABAD,
TELANGANA,NIZAMABAD,MAIZE HYBRID,"2,105","2,105","2,135",24,27,Qui,17-04-2025,NIZAMABAD,
TELANGANA,NIZAMABAD,TURMERIC ATTU,"6,500","8,129","11,111",25,22,Qui,17-04-2025,NIZAMABAD,
TELANGANA,NIZAMABAD,GINGILY (SESAME SEED)- WHITE,"9,579","9,900","9,900",3,5,Qui,17-04-2025,NIZAMABAD,
TELANGANA,NIZAMABAD,AMCHUR,"6,500","20,000","22,100",5,4,Qui,17-04-2025,NIZAMABAD,
No record Found.,PARGI,
No record Found.,PARKAL,
TELANGANA,PEDDAPALLI,COTTON,"5,321","7,368","7,466",107,312,Qui,17-04-2025,PEDDAPALLI,
TELANGANA,SADASIVPET,ONION,60,912,"1,370",689,"3,097",Qui,17-04-2025,SADASIVPET,
TELANGANA,SADASIVPET,TURMERIC FINGER,"11,808","12,555","12,888",20,118,Qui,17-04-2025,SADASIVPET,
TELANGANA,SADASIVPET,TURMERIC BULB,"11,011","12,400","12,444",5,38,Qui,17-04-2025,SADASIVPET,
TELANGANA,SADASIVPET,MAIZE,"2,221","2,221","2,221",0,10,Qui,17-04-2025,SADASIVPET,
TELANGANA,SADASIVPET,JOWAR-WHITE,"1,711","1,952","1,952",0,6,Qui,17-04-2025,SADASIVPET,
TELANGANA,SADASIVPET,CHANA (BENGAL GRAM)-DESI,"5,475","5,522","5,560",4,6,Qui,17-04-2025,SADASIVPET,
No record Found.,SHADNAGAR,
TELANGANA,SHANKARAPALLY,ONION,500,800,"1,350",0,392,Qui,17-04-2025,SHANKARAPALLY,
TELANGANA,SIDDIPET,MAIZE,"2,125","2,210","2,297",785,742,Qui,17-04-2025,SIDDIPET,
TELANGANA,SIDDIPET,PADDY IR64 NEW,"2,010","2,050","2,060","1,154",375,Qui,17-04-2025,SIDDIPET,
TELANGANA,SIDDIPET,REDGRAM-WHITE,"6,181","6,181","6,181",2,2,Qui,17-04-2025,SIDDIPET,
TELANGANA,SURYAPETA,PADDY-JAI SRIRAM,"1,409","1,759","2,379","11,918","11,528",Qui,17-04-2025,SURYAPETA,
TELANGANA,SURYAPETA,PADDY-IR.64,"1,400","1,756","2,219","5,654","5,593",Qui,17-04-2025,SURYAPETA,
TELANGANA,SURYAPETA,PADDY HMT,"1,409","1,759","1,929","2,344","2,176",Qui,17-04-2025,SURYAPETA,
TELANGANA,SURYAPETA,MAIZE,"1,649","1,649","1,749",137,137,Qui,17-04-2025,SURYAPETA,
TELANGANA,SURYAPETA,GREEN GRAM,"2,763","6,592","6,912",119,114,Qui,17-04-2025,SURYAPETA,
TELANGANA,SURYAPETA,REDGRAM-RED,"3,059","6,642","6,912",99,97,Qui,17-04-2025,SURYAPETA,
TELANGANA,SURYAPETA,PADDY-BPT,"1,509","1,656","1,656",85,37,Qui,17-04-2025,SURYAPETA,
TELANGANA,SURYAPETA,PADDY BPT OLD,"2,088","2,096","2,096",18,17,Qui,17-04-2025,SURYAPETA,
TELANGANA,SURYAPETA,GROUND NUT-PODS,"4,269","5,319","5,319",9,9,Qui,17-04-2025,SURYAPETA,
TELANGANA,SURYAPETA,LOBIA,"5,733","5,733","5,895",6,5,Qui,17-04-2025,SURYAPETA,
TELANGANA,TANDUR,ARHAR WHOLE / TUR (RED GRAM),"6,525","7,389","7,389",732,648,Qui,17-04-2025,TANDUR,
TELANGANA,TANDUR,CHANA GRAM,"5,905","5,905","5,905",0,7,Qui,17-04-2025,TANDUR,
TELANGANA,TIRUMALGIRI,PADDY-IR.64,"1,603","1,849","1,929","9,290","9,619",Qui,17-04-2025,TIRUMALGIRI,
TELANGANA,TIRUMALGIRI,MAIZE,"1,711","2,238","2,243",969,941,Qui,17-04-2025,TIRUMALGIRI,
TELANGANA,TIRUMALGIRI,PADDY RNR,"1,815","1,855","1,966",284,208,Qui,17-04-2025,TIRUMALGIRI,
TELANGANA,TIRUMALGIRI,PADDY SAMBA MASURI,"1,654","1,654","1,654",23,21,Qui,17-04-2025,TIRUMALGIRI,
TELANGANA,TIRUMALGIRI,ARHAR WHOLE / TUR (RED GRAM),"5,600","5,600","6,012",74,15,Qui,17-04-2025,TIRUMALGIRI,
TELANGANA,TIRUMALGIRI,GREEN GRAM,"5,911","5,911","5,911",0,3,Qui,17-04-2025,TIRUMALGIRI,
No record Found.,VATPALLY,
TELANGANA,VIKARABAD,TURMERIC FINGER,"9,895","11,589","12,395","1,883",209,Qui,17-04-2025,VIKARABAD,
TELANGANA,VIKARABAD,TURMERIC BULB,"10,995","12,112","12,515",580,90,Qui,17-04-2025,VIKARABAD,
TELANGANA,VIKARABAD,REDGRAM-RED,"7,059","7,229","7,229",63,87,Qui,17-04-2025,VIKARABAD,
TELANGANA,VIKARABAD,MAIZE,"2,329","2,329","2,329","1,320",69,Qui,17-04-2025,VIKARABAD,
TELANGANA,VIKARABAD,CHANA (BENGAL GRAM)-DESI,"5,915","5,915","5,915",27,1,Qui,17-04-2025,VIKARABAD,
No record Found.,WANAPARTHY ROAD,
TELANGANA,WANAPARTHY TOWN,GROUND NUT NEW,"5,032","5,819","6,502",231,639,Qui,17-04-2025,WANAPARTHY TOWN,
TELANGANA,WANAPARTHY TOWN,MAIZE,"2,161","2,171","2,171",60,117,Qui,17-04-2025,WANAPARTHY TOWN,
TELANGANA,WARANGAL,MAIZE BILT,"2,050","2,350","2,365","1,587","1,576",Qui,17-04-2025,WARANGAL,
TELANGANA,WARANGAL,TURMERIC FINGER,"3,535","11,775","14,117",318,383,Qui,17-04-2025,WARANGAL,
TELANGANA,WARANGAL,TURMERIC BULB,"11,111","12,285","13,339",110,155,Qui,17-04-2025,WARANGAL,
TELANGANA,WARANGAL,MAIZE LOCAL,"1,800","2,240","2,240",113,111,Qui,17-04-2025,WARANGAL,
TELANGANA,WARANGAL,COWPEA BLACK,"5,752","5,902","6,122",23,19,Qui,17-04-2025,WARANGAL,
TELANGANA,WARANGAL,CHANA (BENGAL GRAM)-DESI,"5,482","5,552","5,552",20,19,Qui,17-04-2025,WARANGAL,
TELANGANA,WARANGAL,ARHAR WHOLE / TUR (RED GRAM),"5,789","5,959","6,821",13,11,Qui,17-04-2025,WARANGAL,
TELANGANA,WARANGAL,COWPEA WHITE,"5,612","5,612","7,601",11,11,Qui,17-04-2025,WARANGAL,
TELANGANA,WARANGAL,GREEN GRAM,"6,359","7,450","7,506",14,10,Qui,17-04-2025,WARANGAL,
TELANGANA,WARANGAL,CORIANDAR,"7,859","7,859","7,859",4,4,Qui,17-04-2025,WARANGAL,
TELANGANA,WARANGAL,COWPEA RED,"5,322","6,550","6,550",5,4,Qui,17-04-2025,WARANGAL,
TELANGANA,ZAHEERABAD,MAIZE LOCAL,"1,975","2,242","2,258",82,364,Qui,17-04-2025,ZAHEERABAD,
TELANGANA,ZAHEERABAD,REDGRAM-RED,"6,350","6,915","7,113",164,310,Qui,17-04-2025,ZAHEERABAD,
TELANGANA,ZAHEERABAD,MAIZE,"2,165","2,165","2,248",0,272,Qui,18-04-2025,ZAHEERABAD,
TELANGANA,ZAHEERABAD,REDGRAM-RED,"6,056","7,128","7,181",0,141,Qui,18-04-2025,ZAHEERABAD,
TELANGANA,ZAHEERABAD,CHANA,"5,650","5,859","5,929",84,102,Qui,17-04-2025,ZAHEERABAD,
TELANGANA,ZAHEERABAD,JOWAR-WHITE,"2,350","2,501","2,503",34,73,Qui,17-04-2025,ZAHEERABAD,
TELANGANA,ZAHEERABAD,MAIZE LOCAL,"2,231","2,235","2,235",0,67,Qui,18-04-2025,ZAHEERABAD,
TELANGANA,ZAHEERABAD,JOWAR-WHITE,"2,459","2,479","2,479",0,54,Qui,18-04-2025,ZAHEERABAD,
TELANGANA,ZAHEERABAD,CHANA,"5,750","5,810","5,879",0,52,Qui,18-04-2025,ZAHEERABAD,
TELANGANA,ZAHEERABAD,MAIZE,"2,226","2,245","2,245",63,34,Qui,17-04-2025,ZAHEERABAD,
TELANGANA,ZAHEERABAD,REDGRAM-WHITE,"6,362","6,915","6,915",3,18,Qui,17-04-2025,ZAHEERABAD,
No record Found.,KULAI,
No record Found.,MOHANPUR,
No record Found.,PABIACHERRA,
No record Found.,PANISAGAR,
No record Found.,SANTIRBAZAR,
No record Found.,SONAMURA,
No record Found.,TELIAMURA,
UTTAR PRADESH,ACHHALDA APMC,WHEAT,"2,400","2,400","2,400",94,94,Qui,17-04-2025,ACHHALDA APMC,
No record Found.,ACHNERA,
UTTAR PRADESH,AGRA,POTATO,"1,011","1,025","1,058",530,530,Qui,17-04-2025,AGRA,
UTTAR PRADESH,AJUHA,WHEAT,"2,440","2,450","2,460",300,612,Qui,17-04-2025,AJUHA,
UTTAR PRADESH,AKBARPUR,TOMATO,850,850,900,10,10,Qui,17-04-2025,AKBARPUR,
UTTAR PRADESH,ALIGARH,POTATO,"1,000","1,110","1,200",185,185,Qui,17-04-2025,ALIGARH,
UTTAR PRADESH,ALIGARH,TOMATO,700,800,900,60,60,Qui,17-04-2025,ALIGARH,
UTTAR PRADESH,ALIGARH,CAULIFLOWER,"1,300","1,300","1,500",27,27,Qui,17-04-2025,ALIGARH,
UTTAR PRADESH,AMROHA APMC,POTATO,900,900,"8,892",605,605,Qui,17-04-2025,AMROHA APMC,
UTTAR PRADESH,AMROHA APMC,GREEN CHILLI,"2,200","2,200","2,200",15,15,Qui,17-04-2025,AMROHA APMC,
UTTAR PRADESH,ANAND NAGAR APMC,BANANA,"1,800","1,800","1,800",20,20,Qui,17-04-2025,ANAND NAGAR APMC,
UTTAR PRADESH,ATARRA APMC,WHEAT,"2,450","2,450","2,450",0,448,Qui,18-04-2025,ATARRA APMC,
UTTAR PRADESH,ATARRA APMC,PADDY LOCAL,"2,100","2,100","2,100",0,94,Qui,18-04-2025,ATARRA APMC,
UTTAR PRADESH,AURAIYA,WHEAT,"2,450","2,450","2,455",440,440,Qui,17-04-2025,AURAIYA,
UTTAR PRADESH,AYODHYA,CAULIFLOWER,880,880,"1,000",45,45,Qui,17-04-2025,AYODHYA,
No record Found.,AZAMGARH,
UTTAR PRADESH,BADAUN,SPONGE GOURD,"3,000","3,000","3,000",13,13,Qui,17-04-2025,BADAUN,
UTTAR PRADESH,BADAUN,BRINJAL,475,475,500,9,9,Qui,17-04-2025,BADAUN,
UTTAR PRADESH,BADAUN,GREEN CHILLI,"2,000","2,000","2,000",8,8,Qui,17-04-2025,BADAUN,
UTTAR PRADESH,BADAUN,TOMATO,670,670,670,6,6,Qui,17-04-2025,BADAUN,
UTTAR PRADESH,BADAUN,LADY FINGER,"2,500","2,500","2,500",4,4,Qui,17-04-2025,BADAUN,
UTTAR PRADESH,BADAUN,CAPSICUM,"2,000","2,000","2,000",1,1,Qui,17-04-2025,BADAUN,
UTTAR PRADESH,BAHRAICH,PADDY COMMON,"2,000","2,000","2,000","1,320","1,320",Qui,17-04-2025,BAHRAICH,
UTTAR PRADESH,BAHRAICH,PADDY COMMON,"2,000","2,000","2,000","1,265","1,265",Qui,18-04-2025,BAHRAICH,
UTTAR PRADESH,BALLIA,BRINJAL,"1,050","1,050","1,050",21,21,Qui,17-04-2025,BALLIA,
UTTAR PRADESH,BALLIA,PUMPKIN,"1,050","1,050","1,050",18,18,Qui,17-04-2025,BALLIA,
UTTAR PRADESH,BALRAMPUR APMC,CUCUMBER,"1,000","1,000","1,000",40,40,Qui,17-04-2025,BALRAMPUR APMC,
UTTAR PRADESH,BALRAMPUR APMC,BOTTLE GOURD,800,800,800,21,21,Qui,17-04-2025,BALRAMPUR APMC,
UTTAR PRADESH,BALRAMPUR APMC,PUMPKIN,800,800,800,14,14,Qui,17-04-2025,BALRAMPUR APMC,
UTTAR PRADESH,BALRAMPUR APMC,BRINJAL,"1,200","1,200","1,200",5,5,Qui,17-04-2025,BALRAMPUR APMC,
UTTAR PRADESH,BANDA,WHITE PEAS,"3,350","3,450","3,500",246,246,Qui,17-04-2025,BANDA,
No record Found.,BANGARMAU,
UTTAR PRADESH,BARABANKI,PUMPKIN,"1,100","1,100","1,190",67,67,Qui,17-04-2025,BARABANKI,
UTTAR PRADESH,BARABANKI,POTATO,"1,200","1,200","1,205",63,63,Qui,17-04-2025,BARABANKI,
UTTAR PRADESH,BARABANKI,BOTTLE GOURD,"1,235","1,235","1,250",47,47,Qui,17-04-2025,BARABANKI,
UTTAR PRADESH,BARABANKI,CAULIFLOWER,"1,380","1,380","1,380",5,5,Qui,17-04-2025,BARABANKI,
UTTAR PRADESH,BAREILLY,CAULIFLOWER,700,700,700,37,37,Qui,17-04-2025,BAREILLY,
UTTAR PRADESH,BAREILLY,BRINJAL,850,850,850,24,24,Qui,17-04-2025,BAREILLY,
UTTAR PRADESH,BAREILLY,CUCUMBER,800,800,800,8,8,Qui,17-04-2025,BAREILLY,
UTTAR PRADESH,BAREILLY,CABBAGE,650,650,650,4,4,Qui,17-04-2025,BAREILLY,
UTTAR PRADESH,BASTI,WHEAT,"2,450","2,450","2,450",303,303,Qui,17-04-2025,BASTI,
UTTAR PRADESH,BASTI,PADDY-COMMON GRADE,"2,300","2,300","2,300",121,121,Qui,17-04-2025,BASTI,
UTTAR PRADESH,BHARTHANA,WHEAT,"2,455","2,455","2,480",340,255,Qui,17-04-2025,BHARTHANA,
No record Found.,BHARUASUMERPUR,
No record Found.,BILSI,
No record Found.,BINDIKI,
UTTAR PRADESH,BISALPUR,BOTTLE GOURD,502,524,526,24,24,Qui,17-04-2025,BISALPUR,
UTTAR PRADESH,BISALPUR,BOTTLE GOURD,475,475,495,23,23,Qui,18-04-2025,BISALPUR,
UTTAR PRADESH,BISALPUR,BRINJAL,621,695,695,18,18,Qui,17-04-2025,BISALPUR,
UTTAR PRADESH,BISALPUR,CAULIFLOWER,814,958,958,17,17,Qui,17-04-2025,BISALPUR,
UTTAR PRADESH,BISALPUR,CAULIFLOWER,910,910,910,15,15,Qui,18-04-2025,BISALPUR,
UTTAR PRADESH,BISALPUR,TOMATO,560,594,594,11,11,Qui,18-04-2025,BISALPUR,
UTTAR PRADESH,BISALPUR,TOMATO,590,595,595,10,10,Qui,17-04-2025,BISALPUR,
UTTAR PRADESH,BISALPUR,LADY FINGER,840,840,840,6,6,Qui,17-04-2025,BISALPUR,
UTTAR PRADESH,BISALPUR,CABBAGE,895,895,895,5,5,Qui,18-04-2025,BISALPUR,
UTTAR PRADESH,BISALPUR,PUMPKIN,415,415,415,5,5,Qui,18-04-2025,BISALPUR,
UTTAR PRADESH,BISALPUR,BITTER GOURD,625,625,625,5,5,Qui,17-04-2025,BISALPUR,
UTTAR PRADESH,BULANDSHAHAR,WHEAT,"2,440","2,440","2,440",502,502,Qui,17-04-2025,BULANDSHAHAR,
UTTAR PRADESH,BULANDSHAHAR,POTATO,600,600,600,8,8,Qui,17-04-2025,BULANDSHAHAR,
UTTAR PRADESH,CHANDAULI,BOTTLE GOURD,"1,210","1,210","1,210",3,3,Qui,17-04-2025,CHANDAULI,
UTTAR PRADESH,CHANDAULI,BRINJAL,"1,440","1,440","1,440",3,3,Qui,17-04-2025,CHANDAULI,
UTTAR PRADESH,CHANDAUSI,TOMATO,650,650,660,136,136,Qui,17-04-2025,CHANDAUSI,
UTTAR PRADESH,CHANDAUSI,POTATO,700,700,720,119,99,Qui,17-04-2025,CHANDAUSI,
UTTAR PRADESH,CHANDAUSI,GREEN CHILLI,"2,540","2,550","2,550",30,14,Qui,17-04-2025,CHANDAUSI,
UTTAR PRADESH,CHARRA,WHEAT,"2,460","2,460","2,460",572,572,Qui,17-04-2025,CHARRA,
UTTAR PRADESH,CHARRA,WHEAT,"2,460","2,460","2,460",459,459,Qui,18-04-2025,CHARRA,
UTTAR PRADESH,CHAUBEPUR,WHEAT,"2,500","2,500","2,500",5,5,Qui,17-04-2025,CHAUBEPUR,
No record Found.,CHIBRAMAU,
UTTAR PRADESH,DADRI UP,POTATO,890,900,900,130,130,Qui,17-04-2025,DADRI UP,
UTTAR PRADESH,DADRI UP,BRINJAL,800,820,820,26,26,Qui,17-04-2025,DADRI UP,
UTTAR PRADESH,DADRI UP,RADDISH,400,400,400,24,24,Qui,17-04-2025,DADRI UP,
UTTAR PRADESH,DEORIA,GREEN CHILLI,"2,850","2,850","2,850",54,54,Qui,17-04-2025,DEORIA,
UTTAR PRADESH,DEORIA,TOMATO,850,850,850,41,41,Qui,17-04-2025,DEORIA,
UTTAR PRADESH,DEORIA,BOTTLE GOURD,950,950,950,26,26,Qui,17-04-2025,DEORIA,
UTTAR PRADESH,DEORIA,CUCUMBER,"1,100","1,100","1,100",26,26,Qui,17-04-2025,DEORIA,
UTTAR PRADESH,DEORIA,POINTED GOURD (PARWAL),"4,700","4,700","4,700",26,26,Qui,17-04-2025,DEORIA,
UTTAR PRADESH,DEORIA,BITTER GOURD,"3,050","3,050","3,050",26,26,Qui,17-04-2025,DEORIA,
UTTAR PRADESH,DEORIA,BRINJAL,"1,100","1,100","1,100",14,14,Qui,17-04-2025,DEORIA,
UTTAR PRADESH,ETAH,WHEAT,"2,500","2,510","2,570",354,354,Qui,18-04-2025,ETAH,
UTTAR PRADESH,ETAH,WHEAT,"2,465","2,465","2,512",350,350,Qui,17-04-2025,ETAH,
UTTAR PRADESH,ETAWAH,WHEAT,"2,425","2,425","2,425",185,112,Qui,17-04-2025,ETAWAH,
UTTAR PRADESH,ETAWAH,POTATO,"1,000","1,350","1,350",110,76,Qui,17-04-2025,ETAWAH,
UTTAR PRADESH,ETAWAH,TOMATO,500,500,500,40,22,Qui,17-04-2025,ETAWAH,
No record Found.,FARRUKHABAD,
No record Found.,FATEHPUR APMC,
UTTAR PRADESH,FATEHPUR SIKRI,WHEAT,"2,435","2,435","2,435",50,50,Qui,17-04-2025,FATEHPUR SIKRI,
UTTAR PRADESH,FIROZABAD APMC,WHEAT,"2,460","2,460","2,470",295,295,Qui,17-04-2025,FIROZABAD APMC,
UTTAR PRADESH,FIROZABAD APMC,BAJRA-HYBRID,"2,320","2,320","2,320",65,65,Qui,17-04-2025,FIROZABAD APMC,
UTTAR PRADESH,GHAZIABAD,CUCUMBER,800,900,950,140,305,Qui,17-04-2025,GHAZIABAD,
UTTAR PRADESH,GHAZIABAD,BOTTLE GOURD,610,620,630,0,99,Qui,17-04-2025,GHAZIABAD,
UTTAR PRADESH,GHAZIABAD,PUMPKIN,700,700,700,40,40,Qui,17-04-2025,GHAZIABAD,
UTTAR PRADESH,GHIROR,WHEAT,"2,425","2,600","2,600",288,288,Qui,17-04-2025,GHIROR,
UTTAR PRADESH,GHIROR,GARLIC,"4,210","5,000","8,000",237,237,Qui,18-04-2025,GHIROR,
UTTAR PRADESH,GOLAGOKARNATH,WHEAT,"2,430","2,435","2,440",194,194,Qui,17-04-2025,GOLAGOKARNATH,
UTTAR PRADESH,GOLAGOKARNATH,POTATO,600,600,600,90,90,Qui,17-04-2025,GOLAGOKARNATH,
UTTAR PRADESH,GOLAGOKARNATH,PUMPKIN,495,500,500,65,65,Qui,17-04-2025,GOLAGOKARNATH,
UTTAR PRADESH,GOLAGOKARNATH,BOTTLE GOURD,495,495,500,50,50,Qui,17-04-2025,GOLAGOKARNATH,
UTTAR PRADESH,GOLAGOKARNATH,TOMATO,500,500,500,35,35,Qui,17-04-2025,GOLAGOKARNATH,
UTTAR PRADESH,GOLAGOKARNATH,CABBAGE,500,500,500,25,25,Qui,17-04-2025,GOLAGOKARNATH,
No record Found.,GONDA,
UTTAR PRADESH,GORAKHPUR,CARROT,705,710,710,147,147,Qui,17-04-2025,GORAKHPUR,
UTTAR PRADESH,GORAKHPUR,CUCUMBER,710,710,710,125,125,Qui,17-04-2025,GORAKHPUR,
UTTAR PRADESH,GORAKHPUR,CABBAGE,710,710,710,25,25,Qui,17-04-2025,GORAKHPUR,
UTTAR PRADESH,GORAKHPUR,SPONGE GOURD,710,710,710,22,22,Qui,17-04-2025,GORAKHPUR,
UTTAR PRADESH,GORAKHPUR,CAULIFLOWER,710,710,710,20,20,Qui,17-04-2025,GORAKHPUR,
UTTAR PRADESH,GORAKHPUR,RADDISH,710,710,710,18,18,Qui,17-04-2025,GORAKHPUR,
UTTAR PRADESH,HAPUR,BOTTLE GOURD,700,700,900,58,58,Qui,17-04-2025,HAPUR,
UTTAR PRADESH,HAPUR,CUCUMBER,700,800,850,30,30,Qui,17-04-2025,HAPUR,
UTTAR PRADESH,HAPUR,TOMATO,650,650,650,27,27,Qui,17-04-2025,HAPUR,
UTTAR PRADESH,HAPUR,CARROT,850,850,850,25,25,Qui,17-04-2025,HAPUR,
UTTAR PRADESH,HAPUR,BRINJAL,900,900,900,13,13,Qui,17-04-2025,HAPUR,
UTTAR PRADESH,HAPUR,CABBAGE,700,700,900,11,11,Qui,17-04-2025,HAPUR,
UTTAR PRADESH,HAPUR,BITTER GOURD,"2,000","2,000","2,000",8,8,Qui,17-04-2025,HAPUR,
UTTAR PRADESH,HAPUR,CAULIFLOWER,650,650,650,8,8,Qui,17-04-2025,HAPUR,
UTTAR PRADESH,HARDOI,WHEAT,"2,450","2,450","2,450",96,96,Qui,17-04-2025,HARDOI,
